id,verifiable,label,claim,evidence,claim_clean,claim_norm
68230,VERIFIABLE,REFUTES,Helena Bonham Carter is unable to act in movies.,"[[[84857, 97088, 'Helena_Bonham_Carter', 2], [84857, 97088, 'The_Wings_of_the_Dove_-LRB-1997_film-RRB-', 0]], [[84857, 97089, 'Helena_Bonham_Carter', 3]], [[84857, 97090, 'Helena_Bonham_Carter', 7], [84857, 97090, 'A_Room_with_a_View_-LRB-1985_film-RRB-', 0], [84857, 97090, 'Lady_Jane_-LRB-1986_film-RRB-', 0]], [[84857, 97091, 'Helena_Bonham_Carter', 8], [84857, 97091, 'Howards_End_-LRB-film-RRB-', 0], [84857, 97091, 'Hamlet_-LRB-1990_film-RRB-', 0], [84857, 97091, 'Terminator_Salvation', 0], [84857, 97091, 'Mighty_Aphrodite', 0], [84857, 97091, 'Where_Angels_Fear_to_Tread_-LRB-film-RRB-', 0], [84857, 97091, 'Les_Misérables_-LRB-2012_film-RRB-', 0], [84857, 97091, 'Fight_Club', 0], [84857, 97091, 'Cinderella_-LRB-2015_Disney_film-RRB-', 0], [84857, 97091, 'Great_Expectations_-LRB-2012_film-RRB-', 0]], [[84857, 97092, 'Helena_Bonham_Carter', 9], [84857, 97092, 'Alice_in_Wonderland_-LRB-2010_film-RRB-', 0], [84857, 97092, 'Planet_of_the_Apes_-LRB-2001_film-RRB-', 0], [84857, 97092, 'Dark_Shadows_-LRB-film-RRB-', 0], [84857, 97092, 'Big_Fish', 0], [84857, 97092, 'Alice_Through_the_Looking_Glass_-LRB-2016_film-RRB-', 0], [84857, 97092, 'Corpse_Bride', 0], [84857, 97092, 'Charlie_and_the_Chocolate_Factory_-LRB-film-RRB-', 0]], [[84857, 97093, 'Helena_Bonham_Carter', 10], [84857, 97093, 'Live_from_Baghdad_-LRB-film-RRB-', 0], [84857, 97093, 'Burton_&_Taylor', 0]]]",Helena Bonham Carter is unable to act in movies.,helena bonham carter is unable to act in movies.
202629,VERIFIABLE,SUPPORTS,Music Bank (TV series) has been hosted by Song Hye-kyo.,"[[[238765, 240738, 'Music_Bank_-LRB-TV_series-RRB-', 7]]]",Music Bank (TV series) has been hosted by Song Hye-kyo.,music bank (tv series) has been hosted by song hye-kyo.
118540,NOT VERIFIABLE,NOT ENOUGH INFO,Live Your Life was released in Britain.,"[[[139051, None, None, None]]]",Live Your Life was released in Britain.,live your life was released in britain.
75711,VERIFIABLE,REFUTES,Helena Bonham Carter is unable to act in movies.,"[[[92533, 105293, 'Helena_Bonham_Carter', 1]], [[92533, 105294, 'Helena_Bonham_Carter', 2]], [[92533, 105295, 'Helena_Bonham_Carter', 3]], [[92533, 105296, 'Helena_Bonham_Carter', 7]], [[92533, 105297, 'Helena_Bonham_Carter', 8]]]",Helena Bonham Carter is unable to act in movies.,helena bonham carter is unable to act in movies.
85907,VERIFIABLE,SUPPORTS,Jim Rash is a man.,"[[[103063, 116379, 'Jim_Rash', 1]], [[103063, 116380, 'Jim_Rash', 3]]]",Jim Rash is a man.,jim rash is a man.
227403,VERIFIABLE,SUPPORTS,Jun Ji-hyun is in a film.,"[[[271209, 267142, 'Jun_Ji-hyun', 1]], [[271209, 267143, 'Jun_Ji-hyun', 2]]]",Jun Ji-hyun is in a film.,jun ji-hyun is in a film.
147613,VERIFIABLE,REFUTES,Olivia Wilde is a dancer.,"[[[171200, 184706, 'Olivia_Wilde', 0]]]",Olivia Wilde is a dancer.,olivia wilde is a dancer.
142287,VERIFIABLE,SUPPORTS,Joe Manganiello has worked with an actor.,"[[[165365, 179443, 'Joe_Manganiello', 5], [165365, 179443, 'Magic_Mike', 0], [165365, 179443, 'Channing_Tatum', 0]], [[165365, 179444, 'Joe_Manganiello', 1], [165365, 179444, 'How_I_Met_Your_Mother', 14], [165365, 179444, 'Sam_Raimi', 0]]]",Joe Manganiello has worked with an actor.,joe manganiello has worked with an actor.
69533,VERIFIABLE,SUPPORTS,Athletics at the Summer Olympics includes field events.,"[[[224720, 229517, 'Athletics_at_the_Summer_Olympics', 2]], [[225796, 230378, 'Athletics_at_the_Summer_Olympics', 2]], [[317868, 306872, 'Athletics_at_the_Summer_Olympics', 2]]]",Athletics at the Summer Olympics includes field events.,athletics at the summer olympics includes field events.
87365,NOT VERIFIABLE,NOT ENOUGH INFO,Land Rover makes Lamborghini.,"[[[104579, None, None, None]]]",Land Rover makes Lamborghini.,land rover makes lamborghini.
122626,VERIFIABLE,REFUTES,Patty Hearst was kidnapped.,"[[[143985, 159066, 'Patty_Hearst', 1]]]",Patty Hearst was kidnapped.,patty hearst was kidnapped.
157406,VERIFIABLE,SUPPORTS,Tony Blair is a leader of the Labour Party.,"[[[181592, 193839, 'Tony_Blair', 5]]]",Tony Blair is a leader of the Labour Party.,tony blair is a leader of the labour party.
213264,NOT VERIFIABLE,NOT ENOUGH INFO,The Nile drains through a forest.,"[[[252999, None, None, None]]]",The Nile drains through a forest.,the nile drains through a forest.
209556,VERIFIABLE,SUPPORTS,Sleep can be disrupted by sleep paralysis.,"[[[248116, 248358, 'Sleep', 13]]]",Sleep can be disrupted by sleep paralysis.,sleep can be disrupted by sleep paralysis.
57231,VERIFIABLE,SUPPORTS,Snooki is a television host.,"[[[73567, 84802, 'Snooki', 4]]]",Snooki is a television host.,snooki is a television host.
199045,VERIFIABLE,SUPPORTS,International Relations includes many subject matters.,"[[[234027, 236923, 'International_relations', 10]], [[234027, 236924, 'International_relations', 9]], [[234027, 236925, 'International_relations', 0]]]",International Relations includes many subject matters.,international relations includes many subject matters.
171378,NOT VERIFIABLE,NOT ENOUGH INFO,Blue Velvet stars a cat.,"[[[197768, None, None, None]]]",Blue Velvet stars a cat.,blue velvet stars a cat.
209834,NOT VERIFIABLE,NOT ENOUGH INFO,Patch Adams (film) is the name of a film University.,"[[[248504, None, None, None], [248508, None, None, None]]]",Patch Adams (film) is the name of a film University.,patch adams (film) is the name of a film university.
213004,VERIFIABLE,SUPPORTS,Marlon Brando was in a film.,"[[[252658, 252401, 'Marlon_Brando', 3], [252658, 252401, 'On_the_Waterfront', 0]]]",Marlon Brando was in a film.,marlon brando was in a film.
203246,VERIFIABLE,SUPPORTS,Extreme environments can be caused by factors.,"[[[239731, 241484, 'Extreme_environment', 1]]]",Extreme environments can be caused by factors.,extreme environments can be caused by factors.
203317,NOT VERIFIABLE,NOT ENOUGH INFO,Extreme environments can be caused by carbon monoxide.,"[[[239822, None, None, None]]]",Extreme environments can be caused by carbon monoxide.,extreme environments can be caused by carbon monoxide.
176975,NOT VERIFIABLE,NOT ENOUGH INFO,Underworld's supporting character hunts Lycans.,"[[[206623, None, None, None]]]",Underworld's supporting character hunts Lycans.,underworld's supporting character hunts lycans.
132481,NOT VERIFIABLE,NOT ENOUGH INFO,Cancer can be prevented by taking certain measures.,"[[[154901, None, None, None]]]",Cancer can be prevented by taking certain measures.,cancer can be prevented by taking certain measures.
194083,NOT VERIFIABLE,NOT ENOUGH INFO,Duane Hopwood includes a screenwriter.,"[[[227319, None, None, None]]]",Duane Hopwood includes a screenwriter.,duane hopwood includes a screenwriter.
93671,NOT VERIFIABLE,NOT ENOUGH INFO,21 Jump Street was released in the United States.,"[[[111045, None, None, None]]]",21 Jump Street was released in the United States.,21 jump street was released in the united states.
199074,NOT VERIFIABLE,NOT ENOUGH INFO,International Relations includes the U.N.,"[[[234058, None, None, None]]]",International Relations includes the U.N.,international relations includes the u.n.
186128,NOT VERIFIABLE,NOT ENOUGH INFO,There are zero bodies of water in Ontario.,"[[[217050, None, None, None]]]",There are zero bodies of water in Ontario.,there are zero bodies of water in ontario.
127904,NOT VERIFIABLE,NOT ENOUGH INFO,Pablo Picasso was a novelist.,"[[[149873, None, None, None]]]",Pablo Picasso was a novelist.,pablo picasso was a novelist.
49127,NOT VERIFIABLE,NOT ENOUGH INFO,There is a character in Star Wars sequel trilogy.,"[[[24586, None, None, None]]]",There is a character in Star Wars sequel trilogy.,there is a character in star wars sequel trilogy.
8381,VERIFIABLE,REFUTES,One America News Network is a science fiction television channel.,"[[[13607, 17004, 'One_America_News_Network', 0]], [[13607, 17005, 'One_America_News_Network', 4]], [[13609, 17025, 'One_America_News_Network', 0]], [[13609, 17026, 'One_America_News_Network', 5]], [[13609, 17027, 'One_America_News_Network', 6]]]",One America News Network is a science fiction television channel.,one america news network is a science fiction television channel.
203281,NOT VERIFIABLE,NOT ENOUGH INFO,Extreme environments can be caused by a variety of factors that push equilibrium off.,"[[[239791, None, None, None]]]",Extreme environments can be caused by a variety of factors that push equilibrium off.,extreme environments can be caused by a variety of factors that push equilibrium off.
124473,VERIFIABLE,REFUTES,A crown colony is a type of colonial anarchy.,"[[[147381, 162385, 'Crown_colony', 0]], [[147382, 162386, 'Crown_colony', 0]]]",A crown colony is a type of colonial anarchy.,a crown colony is a type of colonial anarchy.
139919,NOT VERIFIABLE,NOT ENOUGH INFO,The Walt Disney Company owns Nickelodeon.,"[[[162841, None, None, None]]]",The Walt Disney Company owns Nickelodeon.,the walt disney company owns nickelodeon.
182746,VERIFIABLE,REFUTES,Pitch Perfect 3 stars Keanu Reeves.,"[[[212636, 220118, 'Pitch_Perfect_3', 1], [212636, 220118, 'Pitch_Perfect_3', 0]]]",Pitch Perfect 3 stars Keanu Reeves.,pitch perfect 3 stars keanu reeves.
171210,NOT VERIFIABLE,NOT ENOUGH INFO,Mr. Nobody is a comedic film.,"[[[197589, None, None, None]]]",Mr. Nobody is a comedic film.,mr. nobody is a comedic film.
199035,VERIFIABLE,SUPPORTS,International Relations includes many subject matters.,"[[[234020, 236915, 'International_relations', 10]], [[234020, 236916, 'International_relations', 9]], [[234020, 236917, 'International_relations', 0]]]",International Relations includes many subject matters.,international relations includes many subject matters.
192872,VERIFIABLE,REFUTES,Lindsay Lohan has no clothing lines.,"[[[225690, 230299, 'Lindsay_Lohan', 17]], [[225691, 230300, 'Lindsay_Lohan', 17]]]",Lindsay Lohan has no clothing lines.,lindsay lohan has no clothing lines.
151000,VERIFIABLE,REFUTES,Empress Matilda moved to England as a child.,"[[[174804, 187927, 'Empress_Matilda', 1]]]",Empress Matilda moved to England as a child.,empress matilda moved to england as a child.
213593,NOT VERIFIABLE,NOT ENOUGH INFO,Kate & Leopold is a horror film.,"[[[253484, None, None, None], [253486, None, None, None]]]",Kate & Leopold is a horror film.,kate & leopold is a horror film.
143087,NOT VERIFIABLE,NOT ENOUGH INFO,Bonnie Hunt was in Shawshank Redemption.,"[[[166157, None, None, None]]]",Bonnie Hunt was in Shawshank Redemption.,bonnie hunt was in shawshank redemption.
171989,VERIFIABLE,SUPPORTS,Warm Leatherette is by a woman.,"[[[198473, 208320, 'Warm_Leatherette_-LRB-album-RRB-', 0], [198473, 208320, 'Grace_Jones', 1]]]",Warm Leatherette is by a woman.,warm leatherette is by a woman.
219090,VERIFIABLE,SUPPORTS,"Deadpool 2 featured Ryan Reynolds, Morena Baccarin, Ed Skrein, T. J. Miller, Gina Carano, Leslie Uggams, Brianna Hildebrand, and Stefan Kapičić.","[[[260593, 258958, 'Deadpool_-LRB-film-RRB-', 1]]]","Deadpool 2 featured Ryan Reynolds, Morena Baccarin, Ed Skrein, T. J. Miller, Gina Carano, Leslie Uggams, Brianna Hildebrand, and Stefan Kapičić.","deadpool 2 featured ryan reynolds, morena baccarin, ed skrein, t. j. miller, gina carano, leslie uggams, brianna hildebrand, and stefan kapičić."
24297,NOT VERIFIABLE,NOT ENOUGH INFO,Slovenia is a monarchy.,"[[[40245, None, None, None]]]",Slovenia is a monarchy.,slovenia is a monarchy.
186256,NOT VERIFIABLE,NOT ENOUGH INFO,Cochrane is a political organization.,"[[[217206, None, None, None]]]",Cochrane is a political organization.,cochrane is a political organization.
186151,VERIFIABLE,SUPPORTS,There are bodies of water in Ontario.,"[[[217080, 223719, 'Ontario', 7]], [[217080, 223720, 'Ontario', 8]]]",There are bodies of water in Ontario.,there are bodies of water in ontario.
154651,NOT VERIFIABLE,NOT ENOUGH INFO,Michelle Williams starred in a film.,"[[[178654, None, None, None]]]",Michelle Williams starred in a film.,michelle williams starred in a film.
186126,NOT VERIFIABLE,NOT ENOUGH INFO,There are people in Ontario.,"[[[217044, None, None, None]]]",There are people in Ontario.,there are people in ontario.
186168,NOT VERIFIABLE,NOT ENOUGH INFO,There are bodies of water in Ontario.,"[[[220898, None, None, None]]]",There are bodies of water in Ontario.,there are bodies of water in ontario.
220798,VERIFIABLE,REFUTES,The Royal Tenenbaums only stars Emma Stone.,"[[[262802, 260677, 'The_Royal_Tenenbaums', 1]]]",The Royal Tenenbaums only stars Emma Stone.,the royal tenenbaums only stars emma stone.
228669,VERIFIABLE,SUPPORTS,"How to Lose Friends & Alienate People stars Simon Pegg, Kirsten Dunst, Danny Huston, Gillian Anderson, Megan Fox and Jeff Bridges, alongside Max Minghella and Margo Stilley.","[[[272836, 268512, 'How_to_Lose_Friends_&_Alienate_People_-LRB-film-RRB-', 6]], [[272837, 268513, 'How_to_Lose_Friends_&_Alienate_People_-LRB-film-RRB-', 6]], [[272875, 268532, 'How_to_Lose_Friends_&_Alienate_People_-LRB-film-RRB-', 6]], [[272876, 268533, 'How_to_Lose_Friends_&_Alienate_People_-LRB-film-RRB-', 6]]]","How to Lose Friends & Alienate People stars Simon Pegg, Kirsten Dunst, Danny Huston, Gillian Anderson, Megan Fox and Jeff Bridges, alongside Max Minghella and Margo Stilley.","how to lose friends & alienate people stars simon pegg, kirsten dunst, danny huston, gillian anderson, megan fox and jeff bridges, alongside max minghella and margo stilley."
129827,VERIFIABLE,SUPPORTS,LGBT is an acronym.,"[[[152040, 166788, 'LGBT', 0]], [[152040, 166789, 'LGBT', 9]], [[152049, 166793, 'LGBT', 0], [152049, 166793, 'Acronym', 0]], [[152049, 166794, 'LGBT', 12], [152049, 166794, 'Acronym', 0]], [[152049, 166795, 'LGBT', 13]]]",LGBT is an acronym.,lgbt is an acronym.
225146,VERIFIABLE,REFUTES,Chet Atkins only produced records for Michael Jackson.,"[[[268294, 264899, 'Chet_Atkins', 8]]]",Chet Atkins only produced records for Michael Jackson.,chet atkins only produced records for michael jackson.
205935,NOT VERIFIABLE,NOT ENOUGH INFO,Cosmopolitan as of 2011 contains content which includes articles on political dialogue.,"[[[243375, None, None, None]]]",Cosmopolitan as of 2011 contains content which includes articles on political dialogue.,cosmopolitan as of 2011 contains content which includes articles on political dialogue.
209552,NOT VERIFIABLE,NOT ENOUGH INFO,Sleep can be disrupted by sleep paralysis.,"[[[248109, None, None, None]]]",Sleep can be disrupted by sleep paralysis.,sleep can be disrupted by sleep paralysis.
88061,NOT VERIFIABLE,NOT ENOUGH INFO,The Who is a record producer.,"[[[105264, None, None, None]]]",The Who is a record producer.,the who is a record producer.
177880,VERIFIABLE,SUPPORTS,Sophie Turner starred in a film.,"[[[206176, 214606, 'Sophie_Turner', 5]]]",Sophie Turner starred in a film.,sophie turner starred in a film.
58957,VERIFIABLE,REFUTES,The Ten Commandments is an action film.,"[[[75339, 86585, 'The_Ten_Commandments_-LRB-1956_film-RRB-', 0]]]",The Ten Commandments is an action film.,the ten commandments is an action film.
228864,NOT VERIFIABLE,NOT ENOUGH INFO,Drama school offers a Ph.D.,"[[[273071, None, None, None]]]",Drama school offers a Ph.D.,drama school offers a ph.d.
124281,NOT VERIFIABLE,NOT ENOUGH INFO,Seven Days in May stars Robert Pattinson.,"[[[286224, None, None, None], [288526, None, None, None], [288531, None, None, None], [333029, None, None, None]]]",Seven Days in May stars Robert Pattinson.,seven days in may stars robert pattinson.
37567,NOT VERIFIABLE,NOT ENOUGH INFO,Helike was a Roman city.,"[[[114413, None, None, None], [308280, None, None, None], [308282, None, None, None]]]",Helike was a Roman city.,helike was a roman city.
147000,NOT VERIFIABLE,NOT ENOUGH INFO,Richard Ramirez terrorized the residents of the graveyard.,"[[[170567, None, None, None]]]",Richard Ramirez terrorized the residents of the graveyard.,richard ramirez terrorized the residents of the graveyard.
28130,VERIFIABLE,REFUTES,Water only occurs artificially.,"[[[44250, 52890, 'Water', 3]]]",Water only occurs artificially.,water only occurs artificially.
20326,VERIFIABLE,SUPPORTS,The brown bear is a mammal.,"[[[36141, 43679, 'Brown_bear', 0], [36141, 43679, 'Bear', 0]]]",The brown bear is a mammal.,the brown bear is a mammal.
213588,VERIFIABLE,REFUTES,Kate & Leopold is a horror film.,"[[[253475, 253325, 'Kate_&_Leopold', 0]], [[253476, 253326, 'Kate_&_Leopold', 0]]]",Kate & Leopold is a horror film.,kate & leopold is a horror film.
7442,VERIFIABLE,SUPPORTS,Howard Stern developed his on show from 1976 to 1982.,"[[[285166, 278872, 'Howard_Stern', 5]], [[285167, 278873, 'Howard_Stern', 5]]]",Howard Stern developed his on show from 1976 to 1982.,howard stern developed his on show from 1976 to 1982.
92040,NOT VERIFIABLE,NOT ENOUGH INFO,Adrian Molina has worked on live action films.,"[[[109360, None, None, None]]]",Adrian Molina has worked on live action films.,adrian molina has worked on live action films.
130084,VERIFIABLE,REFUTES,The last episode of Inhumans released in 1999.,"[[[152310, 167099, 'Inhumans_-LRB-TV_series-RRB-', 11]], [[152310, 167100, 'Inhumans_-LRB-TV_series-RRB-', 14]], [[152314, 167109, 'Inhumans_-LRB-TV_series-RRB-', 0]], [[152314, 167110, 'Inhumans_-LRB-TV_series-RRB-', 6]], [[152314, 167111, 'Inhumans_-LRB-TV_series-RRB-', 10]], [[152314, 167112, 'Inhumans_-LRB-TV_series-RRB-', 11]], [[152314, 167113, 'Inhumans_-LRB-TV_series-RRB-', 14]]]",The last episode of Inhumans released in 1999.,the last episode of inhumans released in 1999.
